"","Mittelwert","CI (unten)","CI (oben)","Name","Fraktion","Kommission"
"529",2.22132771198825,-4.92596885149728,9.9193540112176,"Parmelin Guy","V","KVF"
"530",2.45606067275363,1.35496332319942,3.60305421076004,"Bourgeois Jacques","RL","KVF"
"531",2.51172178436443,1.26417794402374,3.73619992090396,"Wehrli Laurent","RL","KVF"
"532",2.54879968299502,1.01887215838716,4.10639308183323,"Merlini Giovanni","RL","KVF"
"533",2.72648348859117,1.44366172638366,4.09715734880773,"Moret Isabelle","RL","KVF"
"534",2.74856468245249,1.57559931956008,3.91389231021998,"Hiltpold Hugues","RL","KVF"
"535",2.87324845583099,1.52922348525679,4.17405480722953,"Eichenberger-Walther Corina","RL","KVF"
"536",2.92851690800291,1.74363076975456,4.09573468996996,"L\""uscher Christian","RL","KVF"
"537",2.94681846720355,1.78757179842455,4.15733382058023,"Cassis Ignazio","RL","KVF"
"538",3.01617133023274,1.84144384233595,4.22443338248563,"Vitali Albert","RL","KVF"
"539",3.01679806343793,1.8981486563154,4.17677120864032,"Jauslin Matthias Samuel","RL","KVF"
"540",3.03194031425826,1.73948401594738,4.30807584593211,"Grunder Hans","BD","KVF"
"541",3.13815046082932,1.9860665044327,4.27515434216781,"Dobler Marcel","RL","KVF"
"542",3.16726768758951,1.45047507806272,4.91048434873686,"Markwalder Christa","RL","KVF"
"543",3.24716311534951,1.99587970135305,4.55109744833704,"Sauter Regine","RL","KVF"
"544",3.30293429661631,2.12969424810376,4.48503248270158,"Nantermod Philippe","RL","KVF"
"545",3.45387862123988,2.27545632565603,4.66092980193723,"Bauer Philippe","RL","KVF"
"546",3.64047334055168,2.46998874744881,4.8671283625789,"Burkart Thierry","RL","KVF"
"547",3.79576062791329,2.5791783455035,5.04641994540259,"Hess Hermann","RL","KVF"
"548",3.92015255248593,2.68131952594219,5.17534817283078,"Schneeberger Daniela","RL","KVF"
"549",4.1105717553358,2.85992645162508,5.41528856565937,"G\""ossi Petra","RL","KVF"
"550",4.29481505177828,3.04774146257905,5.57969215844953,"Schilliger Peter","RL","KVF"
"551",4.35936705894643,2.97604826044122,5.80682363627923,"Fiala Doris","RL","KVF"
"552",4.38730415794296,3.09478398665531,5.71889583767332,"Portmann Hans-Peter","RL","KVF"
"553",4.65515416192494,3.40074340916274,5.93673289163582,"M\""uller Walter","RL","KVF"
"554",5.06562189112176,3.71690330153252,6.48829701984083,"Pezzatti Bruno","RL","KVF"
"555",5.30380047236417,3.9538249802521,6.7523537657897,"Wasserfallen Christian","RL","KVF"
"556",5.44264261727568,4.07668266262672,6.92798499136681,"Bigler Hans-Ulrich","RL","KVF"
"557",6.63386011767106,5.08671158553917,8.32967009107174,"Ruppen Franz","V","KVF"
"558",7.02291874336525,5.38814715357848,8.85655843490743,"M\""uller Thomas","V","KVF"
"559",7.08309125674553,5.45951325400715,8.95744657467244,"Quadri Lorenzo","V","KVF"
"560",7.2434788619842,5.63582594774021,9.11791717272223,"Pantani Roberta","V","KVF"
"561",7.50734822669836,5.81148832164515,9.4903242385769,"Chiesa Marco","V","KVF"
"562",7.67258129007328,6.01919149829052,9.67984004472209,"Grin Jean-Pierre","V","KVF"
"563",7.72062518532288,5.91918874892547,9.86348334131473,"Glauser-Zufferey Alice","V","KVF"
"564",7.9665896637145,6.05188038767018,10.3788354082423,"von Siebenthal Erich","V","KVF"
"565",8.11016696154296,6.26413993295501,10.3463189438072,"Reimann Maximilian","V","KVF"
"566",8.18868034020146,6.23247534051261,10.48532262082,"Addor Jean-Luc","V","KVF"
"567",8.2584386650617,6.36823418068836,10.5273375406443,"Nicolet Jacques","V","KVF"
"568",8.3818505660388,6.42411373558281,10.766287220501,"Brand Heinz","V","KVF"
"569",8.53912404587805,6.43749665592098,11.1020676096861,"Hausammann Markus","V","KVF"
"570",8.72041657545081,6.71483644092384,11.1510662394082,"Walter Hansj\""org","V","KVF"
"571",8.73349467898795,6.58983713756941,11.3862723274566,"Aebi Andreas","V","KVF"
"572",8.74369888093518,6.69208748619177,11.3394234343657,"Page Pierre-Andr\'e","V","KVF"
"573",8.77537862755219,6.65545884320862,11.4994780711736,"Zuberb\""uhler David","V","KVF"
"574",8.86109506896877,6.73348883741834,11.5301955927071,"Golay Roger","V","KVF"
"575",9.04335592998317,6.84719538369363,11.731811915111,"Keller-Inhelder Barbara","V","KVF"
"576",9.1116657432216,6.79602967146116,11.971078579977,"B\""uhler Manfred","V","KVF"
"577",9.29679964019003,7.12452959446324,11.9418007656115,"Dettling Marcel","V","KVF"
"578",9.30819000936512,7.0892551761914,12.1701555450055,"Clottu Raymond","V","KVF"
"579",9.35371694445631,6.89682914624565,12.4951087554288,"Brunner Toni","V","KVF"
"580",9.52457861599161,7.20583117629216,12.5712623501851,"Arnold Beat","V","KVF"
"581",9.54950208401117,7.13458023707616,12.5990832554348,"Hurter Thomas","V","KVF"
"582",9.55439013709666,7.3017002599563,12.448160945196,"Reimann Lukas","V","KVF"
"583",9.66111962345278,8.83916755805506,10.4829901368211,"Aeschi Thomas","V","KVF"
"584",9.73514600988762,7.33366438770707,12.8512713826131,"Herzog Verena","V","KVF"
"585",9.76241795922014,7.34776473593501,12.8041593940099,"Salzmann Werner","V","KVF"
"586",9.91332501794756,7.40956641860225,13.1458437192424,"Geissb\""uhler Andrea Martina","V","KVF"
"587",9.91594907324344,7.34170008842628,13.2790282640456,"Amstutz Adrian","V","KVF"
"588",10.0414844379174,7.25697626941303,13.9309134464813,"Stamm Luzi","V","KVF"
"589",10.1507913929434,6.8166006364635,14.8406871858521,"Stahl J\""urg","V","KVF"
"590",10.3196379743577,7.56551484513434,13.8823491929892,"Vogt Hans-Ueli","V","KVF"
"591",10.4058070710373,7.5472608804113,14.2456278776857,"Giezendanner Ulrich","V","KVF"
"592",10.4127188797039,7.71850461812668,13.9219550966369,"Fl\""uckiger-B\""ani Sylvia","V","KVF"
"593",10.4263507377643,7.74185599996628,13.8654850111839,"Knecht Hansj\""org","V","KVF"
"594",10.4836010546987,7.77653749643022,13.9905248723662,"Egloff Hans","V","KVF"
"595",10.6543334157981,7.82595034498555,14.3036264059928,"Estermann Yvette","V","KVF"
"596",10.774471853959,7.83470504741557,14.6840628469561,"Heer Alfred","V","KVF"
"597",10.8020826245177,7.79164016201868,14.7869423030672,"M\""uri Felix","V","KVF"
"598",10.8136804188717,8.02752052407893,14.6381219597541,"Rickli Natalie","V","KVF"
"599",10.8515053929405,8.0718621785978,14.4205563052053,"de Courten Thomas","V","KVF"
"600",10.9547525736627,7.79672787720207,15.0200680849172,"Burgherr Thomas","V","KVF"
"601",11.2166906121385,8.14433648662146,15.3132545424601,"Gr\""uter Franz","V","KVF"
"602",11.2846142047427,8.28292200470592,15.2116371101239,"Amaudruz C\'eline","V","KVF"
"603",11.3024398498742,8.13753589478751,15.4108299465958,"Buffat Micha\""el","V","KVF"
"604",11.3563658039884,8.04115650066756,15.7803864064268,"Walliser Bruno","V","KVF"
"605",11.4276786528345,8.15286687090311,15.8422045248143,"Nidegger Yves","V","KVF"
"606",11.4598534957144,8.35942589476413,15.6028576314167,"Imark Christian","V","KVF"
"607",11.481800508272,8.21251831014848,15.8966367287534,"B\""uchel Roland Rino","V","KVF"
"608",11.5045309279928,8.19432097939212,15.9307974047146,"K\""oppel Roger","V","KVF"
"609",11.5102290085945,8.39502779474943,15.7026298184649,"Sollberger Sandra","V","KVF"
"610",11.5151834756435,8.20054245611333,16.0968878729026,"Pieren Nadja","V","KVF"
"611",11.6200215257989,8.34468925776509,15.9384705451113,"Keller Peter","V","KVF"
"612",11.6740198301574,8.34675808613854,15.8850610857617,"Hess Erich","V","KVF"
"613",11.7906251389837,8.54526983921246,16.0142841484789,"Schwander Pirmin","V","KVF"
"614",11.8312998714525,8.43222520774839,16.3452343799056,"R\""osti Albert","V","KVF"
"615",11.8542548738459,8.49076896556486,16.3018235017436,"Frehner Sebastian","V","KVF"
"616",11.904591352025,8.60413197709333,16.3143258988422,"Tuena Mauro","V","KVF"
"617",11.9245285778835,8.60931735721842,16.3468501135946,"Glarner Andreas","V","KVF"
"618",12.1628478795917,8.72456091397494,16.8405034480623,"Wobmann Walter","V","KVF"
"619",12.167105547066,8.66588127343233,16.7767237797902,"Martullo-Blocher Magdalena","V","KVF"
"620",12.2519471427045,8.8143443277868,16.8557459473651,"Steinemann Barbara","V","KVF"
"621",12.266701969911,8.75809106961283,16.9351845367906,"Matter Thomas","V","KVF"
"622",12.4366530261009,8.90739493873562,16.9246121529593,"Zanetti Claudio","V","KVF"
"623",12.6178890984212,8.86360606807415,17.5356480216263,"Rutz Gregor","V","KVF"
"624",12.6204767412835,8.89091778726567,17.3852972990231,"Rime Jean-Fran\c cois","V","KVF"
"625",-11.8159596313767,-15.7018266077734,-8.650037794774,"Barrile Angelo","S","RK"
"626",-11.6922301066659,-15.7374319168216,-8.42551518209535,"Semadeni Silva","S","RK"
"627",-11.6372489743551,-15.4463092902204,-8.62083323963299,"Fehlmann Rielle Laurence","S","RK"
"628",-11.5419695313509,-15.332081594633,-8.47148139010227,"Reynard Mathias","S","RK"
"629",-11.3937374809581,-15.3291181103349,-8.36529023050432,"Hardegger Thomas","S","RK"
"630",-11.2820783723762,-15.0191763387928,-8.25907385625593,"Birrer-Heimo Prisca","S","RK"
"631",-11.2686431243902,-14.8091401920932,-8.40928818360563,"Marra Ada","S","RK"
"632",-11.2682015001757,-14.7915080446826,-8.40885102004252,"Schenker Silvia","S","RK"
"633",-11.2192338737693,-14.7157615117834,-8.33762316164873,"Hadorn Philipp","S","RK"
"634",-11.2156928815764,-14.7155856334259,-8.29961480595537,"Friedl Claudia","S","RK"
"635",-11.1908114386047,-14.8489917942671,-8.22067301815366,"Gysi Barbara","S","RK"
"636",-11.1717380926933,-14.7839717770401,-8.28166172135044,"Wermuth C\'edric","S","RK"
"637",-11.1395290595977,-14.7119144515969,-8.25331825494409,"Naef Martin","S","RK"
"638",-11.1125229105809,-14.7044116363715,-8.30691698503683,"Schwaab Jean Christophe","S","RK"
"639",-11.0931079963851,-14.6193993017571,-8.19201796616915,"Fridez Pierre-Alain","S","RK"
"640",-11.0266441439582,-14.8275734766517,-7.98325352711402,"Schneider Sch\""uttel Ursula","S","RK"
"641",-11.025139779297,-14.6485361130013,-8.07082115865925,"Sommaruga Carlo","S","RK"
"642",-10.9853589077164,-14.6058786988449,-8.04284688888956,"Leutenegger Oberholzer Susanne","S","RK"
"643",-10.9744335381548,-14.4545305864758,-8.20952302798522,"Maire Jacques-Andr\'e","S","RK"
"644",-10.9658496069107,-14.560156849693,-8.18994999585806,"Piller Carrard Val\'erie","S","RK"
"645",-10.8839599160237,-14.4558001411724,-8.10394158766366,"Kiener Nellen Margret","S","RK"
"646",-10.8151805557502,-14.217396912162,-8.03585332471053,"Carobbio Guscetti Marina","S","RK"
"647",-10.7944115359187,-14.3527793091259,-7.93868481398032,"Nussbaumer Eric","S","RK"
"648",-10.626501662433,-13.9291630922619,-8.0169425994,"Marti Min Li","S","RK"
"649",-10.6198075858892,-14.1359902212977,-7.82609561573637,"Guldimann Tim","S","RK"
"650",-10.543208969574,-13.7739086129053,-7.88320380079664,"Tornare Manuel","S","RK"
"651",-10.5338697705156,-14.5015180495131,-7.46795185400808,"Amarelle Cesla","S","RK"
"652",-10.2119995064616,-13.5555902763721,-7.53373098372965,"Jans Beat","S","RK"
"653",-10.2025115099549,-13.214261670653,-7.71884495530866,"Tsch\""app\""at Alexander","S","RK"
"654",-10.1762639561375,-13.328391662065,-7.66292564284809,"Pardini Corrado","S","RK"
"655",-10.1334099379764,-13.3774250680078,-7.48730996444038,"Seiler Graf Priska","S","RK"
"656",-10.1170863848514,-13.7084663492567,-7.25339211654973,"Meyer Mattea","S","RK"
"657",-9.86309667190259,-12.8151893006991,-7.46921035661118,"Feri Yvonne","S","RK"
"658",-9.73078082902765,-12.6066912449785,-7.39342042262096,"Munz Martina","S","RK"
"659",-9.46005736330508,-12.2495523399169,-7.13048740420111,"de la Reussille Denis","G","RK"
"660",-9.29905641760117,-11.9479572662534,-7.11656292208714,"Aebischer Matthias","S","RK"
"661",-8.76371799267713,-11.12567394136,-6.77707985077478,"Graf-Litscher Edith","S","RK"
"662",-8.67068735613443,-13.2553095096621,-5.12242681007572,"Steiert Jean-Fran\c cois","S","RK"
"663",-8.40817100212511,-10.6383098338663,-6.4635498820128,"Allemann Evi","S","RK"
"664",-8.26570175019729,-10.9556515839478,-6.11137249218276,"Ruiz Rebecca Ana","S","RK"
"665",-8.21775399862652,-10.7295522651073,-6.18792779154016,"Heim Bea","S","RK"
"666",-8.11228195180167,-10.3256425312877,-6.14705681764814,"Br\'elaz Daniel","G","RK"
"667",-8.04319871331649,-10.2867181638143,-6.16691412451414,"Thorens Goumaz Ad\`ele","G","RK"
"668",-7.79901986003929,-9.86477476082801,-6.00300322936387,"Schelbert Louis","G","RK"
"669",-7.72194411591424,-10.1672304632792,-5.69262146089358,"Masshardt Nadine","S","RK"
"670",-7.6014716307134,-11.5556527707365,-4.5296683742112,"Bendahan Samuel","S","RK"
"671",-7.49601765865664,-9.73014609987442,-5.61941975680929,"Badran Jacqueline","S","RK"
"672",-7.37323593525324,-9.33782938131853,-5.64554345011836,"Mazzone Lisa","G","RK"
"673",-7.30196529135712,-8.06829103206724,-6.55126315226633,"Nordmann Roger","S","RK"
"674",-7.28755085819254,-9.2150274617823,-5.64884376492803,"Graf Maya","G","RK"
"675",-7.17735527295466,-9.00871665795297,-5.55328716455877,"H\""asler Christine","G","RK"
"676",-7.03580839927646,-8.94644852088296,-5.32087478015273,"Rytz Regula","G","RK"
"677",-6.84561567611487,-8.6442487942046,-5.25329873603763,"Fricker Jonas","G","RK"
"678",-6.75631227533473,-8.50706607585862,-5.25920155951654,"Gl\""attli Balthasar","G","RK"
"679",-6.54097299893552,-8.21998702575745,-4.99638381256749,"Arslan Sibel","G","RK"
"680",-6.17239194146773,-10.1056013537949,-2.97615080278052,"K\""alin Ir\`ene","G","RK"
"681",-6.07710815736645,-7.67788140453227,-4.62854502069448,"Girod Bastien","G","RK"
"682",-5.28057479908765,-6.74151591202191,-3.92598606015896,"Chevalley Isabelle","GL","RK"
"683",-4.9564542457731,-6.41092041104372,-3.61582473874052,"Gallad\'e Chantal","S","RK"
"684",-4.90924288154628,-6.31559621836824,-3.62596995546871,"Moser Tiana Angelina","GL","RK"
"685",-4.88670626336183,-6.29876849379342,-3.58796943868946,"Bertschy Kathrin","GL","RK"
"686",-4.78828594180732,-6.18376243446099,-3.53474086062875,"Flach Beat","GL","RK"
"687",-4.71606575473385,-6.01735277524548,-3.50298890464178,"Weibel Thomas","GL","RK"
"688",-4.49355780593913,-5.86171016855039,-3.20878926581223,"Grossen J\""urg","GL","RK"
"689",-4.48164660404807,-5.79945991010937,-3.25087226069031,"Schmid-Federer Barbara","C","RK"
"690",-4.26456240681098,-5.69057330104364,-2.94654400381288,"B\""aumle Martin","GL","RK"
"691",-4.25259266077221,-5.62830944151839,-2.96599740947195,"Ingold Maja","C","RK"
"692",-3.85767519149823,-5.07531817873249,-2.69528208759515,"Streiff-Feller Marianne","C","RK"
"693",-3.59302399978049,-4.73022866603402,-2.54405278669836,"Vogler Karl","C","RK"
"694",-3.46150990215949,-6.11755622913317,-1.32285562132885,"Gugger Niklaus-Samuel","C","RK"
"695",-3.44251943818249,-4.59625955433208,-2.34607959236626,"Amherd Viola","C","RK"
"696",-3.44004034398154,-4.66528932072189,-2.31723654485611,"Barazzone Guillaume","C","RK"
"697",-3.34684478545242,-4.63798180443081,-2.09884573020545,"de Buman Dominique","C","RK"
"698",-3.34529131376746,-4.48081095160729,-2.26468285012119,"Quadranti Rosmarie","BD","RK"
"699",-3.27256018965307,-9.03006482231517,1.30767531212708,"Jositsch Daniel","S","RK"
"700",-3.20472453658336,-4.29614185517098,-2.12884052366785,"Riklin Kathy","C","RK"
"701",-3.19631051414228,-5.12018526269999,-1.514002536759,"Siegenthaler Heinz","BD","RK"
"702",-3.16504103517858,-4.91952582453686,-1.55060234512997,"Egger Thomas","C","RK"
"703",-3.05086776716845,-4.12722587558364,-2.00754639626045,"Gm\""ur-Sch\""onenberger Andrea","C","RK"
"704",-2.97951222909283,-4.08203335443245,-1.93090565936483,"M\""uller-Altermatt Stefan","C","RK"
"705",-2.97377479155408,-4.07253358180923,-1.91547809736383,"Schneider-Schneiter Elisabeth","C","RK"
"706",-2.93061691629165,-4.05802578433133,-1.89133862656431,"Marchand-Balet G\'eraldine","C","RK"
"707",-2.63361621509678,-3.72653937891467,-1.56570959047895,"B\'egl\'e Claude","C","RK"
"708",-2.60029665385061,-3.68725891992624,-1.55435545478663,"Bulliard-Marbach Christine","C","RK"
"709",-2.50443543090049,-3.59941947407951,-1.43402952401556,"Ammann Thomas","C","RK"
"710",-2.50043537852977,-3.92770089157194,-1.17342395836991,"Schmidt Roberto","C","RK"
"711",-2.43005693603921,-3.48822486599018,-1.38913228158308,"Ritter Markus","C","RK"
"712",-2.38817476438376,-3.44498996442932,-1.3701214857889,"Glanzmann-Hunkeler Ida","C","RK"
"713",-2.31503709644705,-3.34360503747372,-1.34309330358283,"Gschwind Jean-Paul","C","RK"
"714",-2.07461460094106,-3.11229879162853,-1.1036042751362,"Landolt Martin","BD","RK"
"715",-2.06323256188559,-3.0846858699397,-1.07442819567725,"Humbel Ruth","C","RK"
"716",-2.03790387330178,-3.04890769571793,-1.07786460050118,"Candinas Martin","C","RK"
"717",-1.8538487323452,-2.83545156212819,-0.913665079581147,"Guhl Bernhard","BD","RK"
"718",-1.81767407626642,-2.82111834962598,-0.867205162724161,"Campell Duri","BD","RK"
"719",-1.77968772375651,-2.74667404540697,-0.844938552495051,"Romano Marco","C","RK"
"720",-1.76583152507462,-2.86281916552604,-0.765280979746295,"Merlini Giovanni","RL","RK"
"721",-1.68267489446944,-2.70606394798152,-0.712749266902982,"Wehrli Laurent","RL","RK"
"722",-1.62415970791965,-2.7174751222363,-0.591503957026552,"F\""assler Daniel","C","RK"
"723",-1.57714710121549,-2.54678576888693,-0.662582618725935,"Gm\""ur Alois","C","RK"
"724",-1.54801617060441,-2.57288836477455,-0.595046616101646,"Eymann Christoph","RL","RK"
"725",-1.54437421925556,-2.55885457196866,-0.54107659016681,"Hess Lorenz","BD","RK"
"726",-1.50229348606368,-2.83442618139625,-0.226032833741275,"Gasche Urs","BD","RK"
"727",-1.46719471001598,-2.45035039966272,-0.51257997632476,"Fluri Kurt","RL","RK"
"728",-1.43728081523942,-2.39227417765251,-0.513945875300713,"M\""uller Leo","C","RK"
"729",-1.40908004457332,-2.51215180282891,-0.370655727896255,"Buttet Yannick","C","RK"
"730",-1.32287652316268,-2.36703046561471,-0.343832047127723,"Borloz Fr\'ed\'eric","RL","RK"
"731",-1.27614356826363,-2.23321367599664,-0.344134951304108,"Bourgeois Jacques","RL","RK"
"732",-1.27456371100021,-2.42135928251917,-0.160985846195707,"Cassis Ignazio","RL","RK"
"733",-1.27192497582123,-2.39584455219639,-0.214629367300454,"Pfister Gerhard","C","RK"
"734",-1.26397278895887,-2.33789393562454,-0.237114037127339,"Lohr Christian","C","RK"
"735",-1.17403686034743,-2.15303883622768,-0.248001129270225,"Genecand Beno\^it","RL","RK"
"736",-1.14572951719188,-2.06585615924563,-0.259718519851745,"B\""uchler Jakob","C","RK"
"737",-1.09908843258208,-2.87825312337773,0.469437370308819,"Brunner Hansj\""org","RL","RK"
"738",-1.09749778056462,-2.16603502303429,-0.0911891666792943,"Moret Isabelle","RL","RK"
"739",-1.04651602173719,-1.95540956688007,-0.187779607951825,"Regazzi Fabio","C","RK"
"740",-0.977662981050305,-2.03416597400968,0.0573466299939884,"Markwalder Christa","RL","RK"
"741",-0.961937420959041,-1.97757969563257,0.00806217420798028,"Feller Olivier","RL","RK"
"742",-0.927350914521949,-1.85756460870535,-0.0322703621402916,"Hiltpold Hugues","RL","RK"
"743",-0.832833052909251,-1.773395183197,0.0520162960496595,"Sauter Regine","RL","RK"
"744",-0.826895190781242,-1.75041111380198,0.0641736515013367,"Derder Fathi","RL","RK"
"745",-0.779450983152056,-1.65127415483295,0.0588218461049959,"Walti Beat","RL","RK"
"746",-0.617497061568919,-1.52678492428887,0.260179092475406,"L\""uscher Christian","RL","RK"
"747",-0.579831750716913,-1.51026082403674,0.299018733556265,"Eichenberger-Walther Corina","RL","RK"
"748",-0.467291002539866,-1.30871223173942,0.377240137356335,"Bauer Philippe","RL","RK"
"749",-0.127483832895944,-1.22814896794457,0.93177647035869,"Hess Hermann","RL","RK"
"750",-0.115470686061466,-0.968600987145603,0.709657746733422,"Jauslin Matthias Samuel","RL","RK"
"751",-0.0499933820558756,-1.56585108414503,1.38041229618914,"Cattaneo Rocco","RL","RK"
"752",0.0181170881521755,-0.839235268540575,0.861221650377823,"Schilliger Peter","RL","RK"
"753",0.136548456016618,-0.731940067423034,0.982290233301459,"Wasserfallen Christian","RL","RK"
"754",0.157663602558207,-0.74907312921056,1.0393393463213,"Fiala Doris","RL","RK"
"755",0.215672275508267,-0.672273369535187,1.05795490817254,"G\""ossi Petra","RL","RK"
"756",0.25640106442145,-0.594714233043574,1.07388733912266,"Burkart Thierry","RL","RK"
"757",0.256638598429189,-0.643869830306645,1.10296242275682,"Vitali Albert","RL","RK"
"758",0.644418893966892,-0.142442885999762,1.43271911706992,"Nantermod Philippe","RL","RK"
"759",0.726130086987036,-0.159258222928859,1.60792110726693,"Portmann Hans-Peter","RL","RK"
"760",0.778112643725906,-0.034447055846293,1.57020022256866,"Schneeberger Daniela","RL","RK"
"761",0.902130840585714,-0.0710885049446706,1.86397235669541,"Grunder Hans","BD","RK"
"762",0.908699837715034,0.118842473710147,1.70737762466483,"Pezzatti Bruno","RL","RK"
"763",0.961596189327405,0.187877441788189,1.73025890097954,"Dobler Marcel","RL","RK"
"764",1.04156452129707,0.251428408780002,1.817841053824,"Bigler Hans-Ulrich","RL","RK"
"765",1.32921509547994,-6.79914430737572,9.5486826351141,"Noser Ruedi","RL","RK"
"766",1.93790169724705,1.19936282109311,2.66066182671472,"M\""uller Walter","RL","RK"
"767",4.6550414868266,3.81277064151729,5.54687007196206,"Pantani Roberta","V","RK"
"768",4.99170538529309,4.03074444139694,6.04306578234985,"Hurter Thomas","V","RK"
"769",5.9386261919293,4.91977138775452,7.06289288877739,"Quadri Lorenzo","V","RK"
"770",6.04971307657755,5.03423707348041,7.14955377665171,"M\""uller Thomas","V","RK"
"771",6.09609374952185,5.09882374932837,7.16485877605917,"Addor Jean-Luc","V","RK"
"772",6.19201830271381,5.1021994335295,7.39020658788683,"Nicolet Jacques","V","RK"
"773",6.20745253192693,5.17890247517226,7.34366613301277,"Ruppen Franz","V","RK"
"774",6.21946591234938,5.17627420923568,7.36912932799418,"Brand Heinz","V","RK"
"775",6.3283296900643,5.1941343116366,7.58024800896203,"Glauser-Zufferey Alice","V","RK"
"776",6.35307926952888,5.28275901645625,7.53352106635767,"Chiesa Marco","V","RK"
"777",6.51665507833982,5.37174568755661,7.75990278957778,"K\""oppel Roger","V","RK"
"778",6.51947899735306,2.64111665576122,11.781747383927,"Parmelin Guy","V","RK"
"779",6.79388012455536,5.66025361282584,7.99967810927495,"Grin Jean-Pierre","V","RK"
"780",6.86487084457154,5.59612857684252,8.24123179267169,"Walter Hansj\""org","V","RK"
"781",6.92779984667488,5.73300473263106,8.25867903796353,"von Siebenthal Erich","V","RK"
"782",6.98158227621667,5.80781864769808,8.26336877776057,"Golay Roger","V","RK"
"783",7.06738800169801,5.86169802412972,8.39602701073206,"Clottu Raymond","V","RK"
"784",7.09240050630196,5.88011214980968,8.39083654283407,"M\""uri Felix","V","RK"
"785",7.20476074815144,5.98766925098008,8.59343393746737,"Salzmann Werner","V","RK"
"786",7.20929922728076,5.93289437135597,8.65902415806915,"Amaudruz C\'eline","V","RK"
"787",7.20930307604406,5.48696260249933,9.16052013408684,"Stahl J\""urg","V","RK"
"788",7.264092057495,5.95430313354495,8.72793380063478,"Aebi Andreas","V","RK"
"789",7.2915409783052,6.06313344034733,8.68199420255676,"B\""uhler Manfred","V","RK"
"790",7.46879495702978,6.17965841542052,8.87954634041314,"R\""osti Albert","V","RK"
"791",7.61474978167084,6.35751759616632,8.98412246568563,"Page Pierre-Andr\'e","V","RK"
"792",7.64936441972968,6.33229954274316,9.07112631501765,"B\""uchel Roland Rino","V","RK"
"793",7.7518816754307,6.45249914758123,9.14075131179088,"Amstutz Adrian","V","RK"
"794",8.07901050907642,6.71276915443275,9.56619880975973,"Knecht Hansj\""org","V","RK"
"795",8.10583189251703,6.71326466031003,9.61836608503797,"Herzog Verena","V","RK"
"796",8.27827778505542,6.8401665048432,9.84736984994888,"Hausammann Markus","V","RK"
"797",8.51774254726899,5.17755408565303,13.0666518608943,"Gutjahr Diana","V","RK"
"798",8.73618970720142,7.1339639675759,10.5827264717971,"Heer Alfred","V","RK"
"799",8.87653366806916,7.28543618303798,10.6009311725636,"Arnold Beat","V","RK"
"800",9.57277530436833,7.80138666488104,11.564092118021,"Nidegger Yves","V","RK"
"801",9.66636624755141,7.99500731846923,11.548141347855,"Vogt Hans-Ueli","V","RK"
"802",9.99902057105978,8.31816504921688,11.8666004840034,"Steinemann Barbara","V","RK"
"803",10.0575947061973,8.3375580277428,11.9340780355469,"Sollberger Sandra","V","RK"
"804",10.148504818654,9.40878959554986,10.88479592105,"Aeschi Thomas","V","RK"
"805",10.4007097387502,8.6499971409323,12.3063899104557,"Keller-Inhelder Barbara","V","RK"
"806",10.4175176898337,8.66188028968095,12.3519056457751,"Pieren Nadja","V","RK"
"807",10.5900573608779,8.65088550772161,12.7457876951251,"Giezendanner Ulrich","V","RK"
"808",10.8932574303854,9.01797596337929,12.9925080269307,"Rutz Gregor","V","RK"
"809",11.0095231550889,8.91734804345418,13.3406410123309,"Geissb\""uhler Andrea Martina","V","RK"
"810",11.061735490216,9.20283461488004,13.0991929442075,"Rickli Natalie","V","RK"
"811",11.4625596884549,9.51402411928704,13.6420616008546,"Imark Christian","V","RK"
"812",11.5859275937396,9.62174090392018,13.7348745695525,"Zanetti Claudio","V","RK"
"813",11.8177441863942,9.76165519019626,14.1763374981856,"Fl\""uckiger-B\""ani Sylvia","V","RK"
"814",11.8599990335507,9.69838885646779,14.3564671488321,"Keller Peter","V","RK"
"815",11.8621179913458,9.20261527003234,14.868863627637,"Burgherr Thomas","V","RK"
"816",12.0125802782189,9.91813728866631,14.4341140313023,"Reimann Lukas","V","RK"
"817",12.420803870073,10.1682138114103,14.9886484270635,"Martullo-Blocher Magdalena","V","RK"
"818",12.4899243726094,10.2791610746297,15.0056995064985,"Gr\""uter Franz","V","RK"
"819",12.5203207922247,10.322588522092,14.9611941629686,"Reimann Maximilian","V","RK"
"820",12.678103053778,10.5407558746821,15.1277275919167,"Dettling Marcel","V","RK"
"821",12.67904421722,10.4511120032649,15.1859511585239,"Wobmann Walter","V","RK"
"822",12.8728583767283,10.5902365458331,15.4480468957784,"Schwander Pirmin","V","RK"
"823",13.418641532429,11.0425386146861,16.0624040834946,"Estermann Yvette","V","RK"
"824",13.4330788875778,11.0812811238214,16.0784968982366,"Matter Thomas","V","RK"
"825",13.4698444768055,11.1430893697622,16.0836967760656,"Tuena Mauro","V","RK"
"826",14.0728324217559,11.4787798104078,16.973600851146,"Egloff Hans","V","RK"
"827",14.259824637299,11.6816663359042,17.2330653818476,"Rime Jean-Fran\c cois","V","RK"
"828",14.6512324125529,12.074440613702,17.6594852984635,"Zuberb\""uhler David","V","RK"
"829",14.9066962500328,12.1257495688697,18.1617915954841,"Stamm Luzi","V","RK"
"830",15.1066951194695,12.3477378325503,18.3225655106457,"Glarner Andreas","V","RK"
