"","Mittelwert","CI (unten)","CI (oben)","Name","Fraktion","Kommission"
"2",-11.1256171152074,-15.2318138948898,-8.01143067090657,"Fricker Jonas","G","APK"
"3",-11.0060882345679,-15.111126452474,-7.84039418567568,"Arslan Sibel","G","APK"
"4",-10.9849350152142,-15.153108286642,-7.77091062216211,"Graf Maya","G","APK"
"5",-10.9587682088672,-15.2376442977117,-7.70739162134482,"de la Reussille Denis","G","APK"
"6",-10.9107685331543,-15.1343766776813,-7.72936960511382,"Schelbert Louis","G","APK"
"7",-10.8489987449046,-14.8642246188203,-7.80163926778753,"Mazzone Lisa","G","APK"
"8",-10.8058155219602,-15.0023987716742,-7.68912021487476,"Marti Min Li","S","APK"
"9",-10.7462138382509,-14.8676816446248,-7.72754442773387,"Fehlmann Rielle Laurence","S","APK"
"10",-10.6556127459365,-14.7825183034867,-7.53897432251676,"Thorens Goumaz Ad\`ele","G","APK"
"11",-10.5667138435516,-14.735203444179,-7.51103336189488,"Amarelle Cesla","S","APK"
"12",-10.5617812819375,-14.5821663593124,-7.43842117139174,"Ruiz Rebecca Ana","S","APK"
"13",-10.556214473657,-14.4171472142818,-7.58379090078683,"Schenker Silvia","S","APK"
"14",-10.5549631456584,-14.563119640558,-7.56276817214672,"Tsch\""app\""at Alexander","S","APK"
"15",-10.5520949598224,-14.5123910237807,-7.53961828118524,"Munz Martina","S","APK"
"16",-10.5493558561517,-14.576452650548,-7.54168088910277,"Hardegger Thomas","S","APK"
"17",-10.5473734599285,-14.5142066410793,-7.55929707996785,"Seiler Graf Priska","S","APK"
"18",-10.5473525047545,-14.464731672888,-7.63709920312643,"Gysi Barbara","S","APK"
"19",-10.5450774451966,-14.4814461480663,-7.63212135579223,"Fridez Pierre-Alain","S","APK"
"20",-10.5449880637371,-14.5665861758831,-7.48649996223549,"Wermuth C\'edric","S","APK"
"21",-10.5392084210307,-14.494535843523,-7.55533274280668,"Carobbio Guscetti Marina","S","APK"
"22",-10.5368622024708,-14.5556953110925,-7.6161868827526,"Maire Jacques-Andr\'e","S","APK"
"23",-10.5284260130269,-14.332519324552,-7.588446790056,"Naef Martin","S","APK"
"24",-10.5280110873851,-14.4331234197803,-7.55109959786461,"Feri Yvonne","S","APK"
"25",-10.5238202904888,-14.4898582313542,-7.56028253262774,"Piller Carrard Val\'erie","S","APK"
"26",-10.5230779683195,-14.5625940131816,-7.52905953383144,"Aebischer Matthias","S","APK"
"27",-10.5179947321748,-14.5298290323426,-7.50311150058058,"Friedl Claudia","S","APK"
"28",-10.5128950933434,-14.2817133029181,-7.58756824913806,"Graf-Litscher Edith","S","APK"
"29",-10.5102270894255,-14.529854308072,-7.45002719567891,"Barrile Angelo","S","APK"
"30",-10.5025788760581,-14.5148842845308,-7.45626906807135,"Marra Ada","S","APK"
"31",-10.5009916171044,-14.4435769700835,-7.55316120616863,"Hadorn Philipp","S","APK"
"32",-10.495450234376,-14.3266166954305,-7.44746126129065,"Meyer Mattea","S","APK"
"33",-10.4512806094985,-14.5096607607603,-7.31693215317041,"Masshardt Nadine","S","APK"
"34",-10.448030802197,-14.434091531817,-7.56959747913661,"Allemann Evi","S","APK"
"35",-10.4244699515156,-14.5961534088042,-7.27803483682792,"Tornare Manuel","S","APK"
"36",-10.4237499101408,-14.4908166768006,-7.47945725612739,"Nussbaumer Eric","S","APK"
"37",-10.3955680091632,-14.1845723366005,-7.42260777904463,"Girod Bastien","G","APK"
"38",-10.3869111728398,-14.4061505739926,-7.35470933745302,"Sommaruga Carlo","S","APK"
"39",-10.3487642305324,-14.1767868856413,-7.4551505645946,"H\""asler Christine","G","APK"
"40",-10.3440694226635,-14.5057256343656,-7.2209811757529,"Heim Bea","S","APK"
"41",-10.296031624562,-13.9472962632264,-7.55960963939771,"Jans Beat","S","APK"
"42",-10.2955945878175,-14.2510663607077,-7.27371775881699,"Kiener Nellen Margret","S","APK"
"43",-10.2943639896525,-14.360700371292,-7.2130679892249,"Birrer-Heimo Prisca","S","APK"
"44",-10.2874893620337,-14.3519806588861,-7.22667775875421,"Badran Jacqueline","S","APK"
"45",-10.2669974881823,-13.9610477039234,-7.43445905280669,"Gl\""attli Balthasar","G","APK"
"46",-10.2443276219075,-13.8985840492062,-7.40887405561097,"Semadeni Silva","S","APK"
"47",-10.2397111131884,-14.1566684725709,-7.39467837793302,"Pardini Corrado","S","APK"
"48",-10.21277160787,-13.844590161974,-7.42342052853044,"Reynard Mathias","S","APK"
"49",-10.1803568804011,-13.8741730464092,-7.30616263127799,"Schwaab Jean Christophe","S","APK"
"50",-10.1087960180537,-14.189033254411,-6.98421408248638,"Rytz Regula","G","APK"
"51",-10.0847621258642,-14.2060452840883,-6.92053261134788,"Steiert Jean-Fran\c cois","S","APK"
"52",-9.90181222649433,-13.6436545155765,-7.0684657880681,"Leutenegger Oberholzer Susanne","S","APK"
"53",-9.88119822185405,-13.7529027431105,-6.93528054614695,"Gallad\'e Chantal","S","APK"
"54",-9.72072667735667,-13.4355690145923,-6.99903162929099,"Guldimann Tim","S","APK"
"55",-9.68539931823483,-13.5455436661602,-6.64822896875346,"Br\'elaz Daniel","G","APK"
"56",-7.49241553525447,-8.25813755020114,-6.73883906015096,"Nordmann Roger","S","APK"
"57",-6.76420471604464,-11.5219282665141,-2.80393395707072,"Schneider Sch\""uttel Ursula","S","APK"
"58",-5.98205294661207,-7.70530098781451,-4.4261235150521,"Streiff-Feller Marianne","C","APK"
"59",-5.75196638851525,-7.41292859476777,-4.22458653865402,"Ingold Maja","C","APK"
"60",-4.47314626685715,-9.98271820409658,0.953231642767783,"Bendahan Samuel","S","APK"
"61",-4.42560517225715,-5.92091146641962,-2.98432768686826,"B\""aumle Martin","GL","APK"
"62",-4.40863915487276,-5.83886555372003,-3.03109662657395,"Chevalley Isabelle","GL","APK"
"63",-4.31391531273328,-5.76816372610352,-2.92575415284206,"Bertschy Kathrin","GL","APK"
"64",-3.95180093838847,-5.32794270716948,-2.66256137317507,"Flach Beat","GL","APK"
"65",-3.93436206375666,-9.67902751209328,0.648439140654569,"Jositsch Daniel","S","APK"
"66",-3.87521517332554,-5.29612478114304,-2.52761235615939,"Grossen J\""urg","GL","APK"
"67",-3.78726288497742,-5.11926438475072,-2.48649815402887,"Moser Tiana Angelina","GL","APK"
"68",-3.71080323727734,-5.10491126593027,-2.4179912606547,"Weibel Thomas","GL","APK"
"69",-3.11433710391842,-4.3900097053353,-1.86619523257909,"de Buman Dominique","C","APK"
"70",-3.06408846842611,-6.24875436980563,-0.275441704530467,"Markwalder Christa","RL","APK"
"71",-2.56357601265333,-3.8496968239248,-1.37013734034242,"Quadranti Rosmarie","BD","APK"
"72",-2.53189012403179,-4.30956868500219,-0.724107501063937,"Grunder Hans","BD","APK"
"73",-2.16761775603005,-3.40754017816663,-0.974773455047682,"Guhl Bernhard","BD","APK"
"74",-2.00422349177514,-3.3312030789936,-0.693125847567719,"Landolt Martin","BD","APK"
"75",-1.99699903980787,-3.20213128745589,-0.850214917326303,"Campell Duri","BD","APK"
"76",-1.94914073500667,-3.25189024330159,-0.687628354120235,"Schmid-Federer Barbara","C","APK"
"77",-1.88133298905453,-3.07221261586555,-0.665749395801456,"M\""uller-Altermatt Stefan","C","APK"
"78",-1.81362659827427,-3.10738582296025,-0.600614091991011,"B\'egl\'e Claude","C","APK"
"79",-1.80388776402586,-3.04269046139028,-0.640545642411107,"Vogler Karl","C","APK"
"80",-1.79876697675222,-3.21068933752656,-0.512425050292396,"Gasche Urs","BD","APK"
"81",-1.74175981199255,-2.94658930838602,-0.564736152265812,"Schneider-Schneiter Elisabeth","C","APK"
"82",-1.7313213020355,-2.95545753813021,-0.550024148092861,"Riklin Kathy","C","APK"
"83",-1.71682287639997,-3.01539201240071,-0.502667358309496,"Marchand-Balet G\'eraldine","C","APK"
"84",-1.70242277903927,-2.94478743879229,-0.526587956441933,"Amherd Viola","C","APK"
"85",-1.69849625284396,-2.94608606395466,-0.500196632383334,"Hess Lorenz","BD","APK"
"86",-1.59890015073043,-2.80548110806456,-0.396614652120634,"Schmidt Roberto","C","APK"
"87",-1.57050560927806,-2.77267368733204,-0.423245981312338,"Bulliard-Marbach Christine","C","APK"
"88",-1.55054989685379,-2.77734584087034,-0.396564108425036,"Humbel Ruth","C","APK"
"89",-1.54821023180197,-2.75240108940973,-0.397894994824384,"Lohr Christian","C","APK"
"90",-1.53795975580545,-2.74739671938015,-0.406701185976788,"Barazzone Guillaume","C","APK"
"91",-1.49970149319976,-2.68834117215988,-0.338189545989728,"Glanzmann-Hunkeler Ida","C","APK"
"92",-1.48543397842728,-2.63897132453451,-0.343722211916432,"Gm\""ur-Sch\""onenberger Andrea","C","APK"
"93",-1.48059603076876,-2.73174854411737,-0.295546396663459,"Ammann Thomas","C","APK"
"94",-1.47353041930026,-2.68831123591981,-0.305740791063588,"Candinas Martin","C","APK"
"95",-1.38067395658024,-2.66053865794264,-0.132811302880453,"Fiala Doris","RL","APK"
"96",-1.36211780856502,-2.59488122699066,-0.136295087122827,"M\""uller Leo","C","APK"
"97",-1.36016935874389,-2.60218984081507,-0.195531479457916,"Gm\""ur Alois","C","APK"
"98",-1.34066724828919,-2.53820397484615,-0.204164134386609,"Wehrli Laurent","RL","APK"
"99",-1.28575378388727,-2.45052758571207,-0.15964817820589,"Gschwind Jean-Paul","C","APK"
"100",-1.27664040602271,-2.47985471876264,-0.0881745391729467,"Buttet Yannick","C","APK"
"101",-1.26137925620668,-2.45727792977599,-0.150104186985804,"Romano Marco","C","APK"
"102",-1.21103809737922,-2.42157622424104,-0.0305705899268425,"B\""uchler Jakob","C","APK"
"103",-1.1551249784529,-2.76097314463798,0.379562340860772,"Ritter Markus","C","APK"
"104",-1.11166899056937,-2.31058709453762,0.0527709949794684,"Pfister Gerhard","C","APK"
"105",-1.09399538128255,-2.28856451877524,0.00727089144202253,"Hiltpold Hugues","RL","APK"
"106",-1.00191423101598,-2.25166722507973,0.122805908883828,"Fluri Kurt","RL","APK"
"107",-0.858015570517091,-2.32389706728145,0.525745308463863,"Regazzi Fabio","C","APK"
"108",-0.754300172897331,-1.9937726019546,0.498274561246191,"F\""assler Daniel","C","APK"
"109",-0.746062004517078,-6.00900959536259,3.89824435451092,"Egger Thomas","C","APK"
"110",-0.447634805393536,-2.28699607809899,1.28996105951785,"Merlini Giovanni","RL","APK"
"111",0.0301544249969385,-1.02361170385504,1.05681699485635,"L\""uscher Christian","RL","APK"
"112",0.133531986674036,-0.996095976713454,1.16460626605972,"Eymann Christoph","RL","APK"
"113",0.178126849851774,-0.874871924528893,1.20103876230804,"Derder Fathi","RL","APK"
"114",0.179256501032276,-0.924394460054547,1.20370695553986,"Walti Beat","RL","APK"
"115",0.181503118710845,-0.910600729794814,1.19867510428736,"Feller Olivier","RL","APK"
"116",0.232353966186896,-0.86570479612959,1.26515797303722,"Bourgeois Jacques","RL","APK"
"117",0.246591197356663,-0.889983117783666,1.35303319525237,"Moret Isabelle","RL","APK"
"118",0.278546919797691,-0.765548977336268,1.30423995469099,"Eichenberger-Walther Corina","RL","APK"
"119",0.324314317369717,-0.714291764796554,1.3488837203147,"Sauter Regine","RL","APK"
"120",0.327842877426759,-0.733126287128533,1.32696566670388,"Genecand Beno\^it","RL","APK"
"121",0.343990380484046,-0.711688704735,1.35225776638655,"Nantermod Philippe","RL","APK"
"122",0.348062782924112,-0.668374336386986,1.33665542084952,"Cassis Ignazio","RL","APK"
"123",0.419177230548154,-0.671211431171617,1.45646639968131,"Borloz Fr\'ed\'eric","RL","APK"
"124",0.468988115012257,-0.545638788915314,1.43987688173579,"Jauslin Matthias Samuel","RL","APK"
"125",0.653188909465912,-0.367302358975566,1.64626051832369,"G\""ossi Petra","RL","APK"
"126",0.775484163550686,-0.221948873028724,1.77628301964987,"Pezzatti Bruno","RL","APK"
"127",0.797872118189124,-0.1836691619752,1.73728388364184,"Dobler Marcel","RL","APK"
"128",0.814381198218099,-0.170647102528029,1.77397395771331,"Schneeberger Daniela","RL","APK"
"129",1.02786432890742,0.0522868968639116,1.96727755735423,"Bauer Philippe","RL","APK"
"130",1.15741954428465,0.159725305201048,2.11809284858004,"Wasserfallen Christian","RL","APK"
"131",1.16000543103772,0.156920142376245,2.1056518850056,"Portmann Hans-Peter","RL","APK"
"132",1.16430236130546,0.201122310762761,2.10088993505887,"M\""uller Walter","RL","APK"
"133",1.41881115999625,-5.37366834150983,8.96233739512314,"Siegenthaler Heinz","BD","APK"
"134",1.71259763259188,0.777239390640053,2.61220022692841,"Hess Hermann","RL","APK"
"135",1.8786620484476,-2.26835553174972,6.07952211116939,"Noser Ruedi","RL","APK"
"136",1.9894976341428,1.027648445361,2.91937560920257,"Burkart Thierry","RL","APK"
"137",2.02476305555438,1.12119425984607,2.91628959232021,"Vitali Albert","RL","APK"
"138",2.318224063741,1.45651719243377,3.20891507678111,"Schilliger Peter","RL","APK"
"139",2.46309097515388,1.54972005379832,3.35309698850653,"Bigler Hans-Ulrich","RL","APK"
"140",6.38672137124572,2.15255110115749,11.9049515758472,"Parmelin Guy","V","APK"
"141",6.88075911780576,5.59108572599676,8.41579485659651,"Reimann Maximilian","V","APK"
"142",7.01883571697202,5.6802516947152,8.5563770876306,"B\""uchel Roland Rino","V","APK"
"143",7.02185945285561,5.64302092164255,8.58221647935755,"Aebi Andreas","V","APK"
"144",7.26143949351465,5.84046506700053,8.94594970670018,"Golay Roger","V","APK"
"145",7.29272886897688,5.75367521798873,9.09564893897976,"Grin Jean-Pierre","V","APK"
"146",7.3081232889933,5.78236687776714,9.10039236966558,"Glauser-Zufferey Alice","V","APK"
"147",7.32378269209712,5.9065843309054,8.97633973360028,"Amaudruz C\'eline","V","APK"
"148",7.35461225072215,5.87793608182078,9.1039536430761,"Rime Jean-Fran\c cois","V","APK"
"149",7.44264135613142,5.96323249803886,9.17272502667258,"Nicolet Jacques","V","APK"
"150",7.58554427304546,6.07977512848884,9.31989552882736,"Clottu Raymond","V","APK"
"151",7.59927471090634,6.14816667501561,9.30582725310882,"de Courten Thomas","V","APK"
"152",7.83341894851232,6.2650375126401,9.67533045426974,"B\""uhler Manfred","V","APK"
"153",7.95131491738134,6.30907561781688,9.91823300927783,"Page Pierre-Andr\'e","V","APK"
"154",7.95536282277322,6.33392205639426,9.85736250126471,"Walter Hansj\""org","V","APK"
"155",8.12161296909253,6.10388633503102,10.6039417445757,"Stahl J\""urg","V","APK"
"156",8.27058512638647,6.52842977125994,10.3685783800466,"von Siebenthal Erich","V","APK"
"157",8.32063100723761,6.34168056241808,10.8821461615617,"Hausammann Markus","V","APK"
"158",8.34440577346178,6.64526057021092,10.3438941142967,"Sollberger Sandra","V","APK"
"159",8.81765263275174,6.93771558908697,11.2057048213408,"Ruppen Franz","V","APK"
"160",8.84505144960346,6.77896065977437,11.4273008802127,"Herzog Verena","V","APK"
"161",8.9183839702204,6.72301211617518,11.8753903332927,"Burgherr Thomas","V","APK"
"162",8.98182761502306,6.71428863504996,11.9540634425757,"Brand Heinz","V","APK"
"163",9.05552351329289,6.77770704489717,11.9576015814727,"M\""uller Thomas","V","APK"
"164",9.23414196885751,7.14823975451638,11.7528078782735,"K\""oppel Roger","V","APK"
"165",9.32758536738605,7.26039455652984,11.9709421264534,"Zanetti Claudio","V","APK"
"166",9.4566222372102,7.21459259064327,12.1848714515245,"Heer Alfred","V","APK"
"167",9.70342479456942,7.47709829257042,12.4727929616728,"Arnold Beat","V","APK"
"168",9.72992343801301,8.95367980477882,10.5039966480438,"Aeschi Thomas","V","APK"
"169",9.77767060556432,7.04027649981908,13.5523973160558,"Nidegger Yves","V","APK"
"170",9.89370919453037,7.33667519253116,13.5481550582923,"R\""osti Albert","V","APK"
"171",9.92511588329848,7.21323945569618,13.7066258578406,"Keller Peter","V","APK"
"172",9.97109501199699,7.2041836969954,13.7422052024475,"Vogt Hans-Ueli","V","APK"
"173",10.1485520596042,7.74958310460657,13.1503342003408,"Reimann Lukas","V","APK"
"174",10.1711710672191,7.78941229411016,13.1385157324745,"Hurter Thomas","V","APK"
"175",10.2632409954196,7.87261287459918,13.2965568826267,"Martullo-Blocher Magdalena","V","APK"
"176",10.444081186161,7.69918192653713,13.9666135981879,"Chiesa Marco","V","APK"
"177",10.6209896238945,8.08527665418707,13.8959026304562,"Schwander Pirmin","V","APK"
"178",10.6302952225574,8.09348547260368,13.9449485283977,"Hess Erich","V","APK"
"179",10.6639091273025,7.56542566647027,14.8019179609949,"Walliser Bruno","V","APK"
"180",10.9918018047983,8.17347451064293,14.5621678276122,"Geissb\""uhler Andrea Martina","V","APK"
"181",10.9937300442905,8.10986805036151,14.7379451712308,"Buffat Micha\""el","V","APK"
"182",11.117989892295,8.40511694585582,14.5456602125166,"M\""uri Felix","V","APK"
"183",11.1455392842362,8.45501719814086,14.602649946762,"Salzmann Werner","V","APK"
"184",11.157579810247,8.39637971623511,14.6423158763363,"Knecht Hansj\""org","V","APK"
"185",11.1616768906374,8.39327802246535,14.7059624805522,"Rickli Natalie","V","APK"
"186",11.1772109741742,8.35522660126815,14.6998860441972,"Estermann Yvette","V","APK"
"187",11.1864793623465,8.41976381170602,14.7545987309633,"Pieren Nadja","V","APK"
"188",11.1914581436613,8.43725459596909,14.7244055112997,"Zuberb\""uhler David","V","APK"
"189",11.2231473299269,8.38610394186333,14.7311668296899,"Frehner Sebastian","V","APK"
"190",11.2308055123327,8.45045141935016,14.9332244572073,"Matter Thomas","V","APK"
"191",11.2318286193629,8.40648047648607,14.837321509371,"Tuena Mauro","V","APK"
"192",11.2580729814589,8.48106836028633,14.8257975118834,"Addor Jean-Luc","V","APK"
"193",11.2956212293085,8.5482005478596,14.8721548321065,"Stamm Luzi","V","APK"
"194",11.3793085823373,8.3162734923343,15.3827663008639,"Giezendanner Ulrich","V","APK"
"195",11.4859006163586,8.45531307154767,15.3413569314222,"Pantani Roberta","V","APK"
"196",11.8925383048209,8.80981194981512,15.8018338736563,"Keller-Inhelder Barbara","V","APK"
"197",11.9067194263305,8.82287719981612,15.9510498418148,"Amstutz Adrian","V","APK"
"198",11.9170666920407,8.90969275547604,15.8418048884029,"Wobmann Walter","V","APK"
"199",11.9408503648829,8.81042273640144,15.8959669564702,"Fl\""uckiger-B\""ani Sylvia","V","APK"
"200",12.3235279577661,8.96097834603326,16.6197659302445,"Quadri Lorenzo","V","APK"
"201",12.5794710123265,9.26279245555488,17.0200836456159,"Brunner Toni","V","APK"
"202",12.6360568485537,9.27712084870009,16.9780152622866,"Imark Christian","V","APK"
"203",12.6547448891355,9.26087500823672,16.9810215008202,"Egloff Hans","V","APK"
"204",12.6902949791435,9.27431032065155,17.0309696929077,"Steinemann Barbara","V","APK"
"205",12.7416939474829,9.09751294730304,17.4007378112657,"Glarner Andreas","V","APK"
"206",13.1832108029442,9.45811198430145,17.9240589279564,"Rutz Gregor","V","APK"
"207",13.2206466361569,9.48843434461423,17.7973920472916,"Gr\""uter Franz","V","APK"
"208",13.3479907453004,9.66207032438736,17.9720641218692,"Dettling Marcel","V","APK"
"2081",-11.363705809794,-14.0816522534577,-8.97773357350439,"Jans Beat","S","FK"
"209",-11.3089119086493,-14.0222837783555,-9.02400448424324,"Hadorn Philipp","S","FK"
"210",-11.1379618118795,-13.9409823528412,-8.80488819163512,"Barrile Angelo","S","FK"
"211",-11.108979068577,-13.8773310873268,-8.91233298060512,"Hardegger Thomas","S","FK"
"212",-11.0152680322239,-13.806062777088,-8.73513507843124,"Tsch\""app\""at Alexander","S","FK"
"213",-10.9885501380722,-13.6505860904092,-8.8189250476103,"Gysi Barbara","S","FK"
"214",-10.9830431024901,-14.0602443783344,-8.489689349404,"Amarelle Cesla","S","FK"
"215",-10.9129773299096,-13.5627582294688,-8.81184784934836,"Schenker Silvia","S","FK"
"216",-10.9060958202321,-13.5207729895834,-8.70152080631135,"Nussbaumer Eric","S","FK"
"217",-10.8998749331578,-13.5526934284465,-8.69956198706793,"Naef Martin","S","FK"
"218",-10.7656475124664,-13.338007817214,-8.66124694216285,"Aebischer Matthias","S","FK"
"219",-10.6636465598288,-13.1716061359411,-8.61064741996603,"Seiler Graf Priska","S","FK"
"220",-10.6534883028059,-13.3553550165225,-8.43018925089488,"Badran Jacqueline","S","FK"
"221",-10.6035554730631,-13.0944388778403,-8.51147575690895,"Masshardt Nadine","S","FK"
"222",-10.5523572147284,-12.9792186313534,-8.49289925786564,"Carobbio Guscetti Marina","S","FK"
"223",-10.5416961193854,-13.1407993495414,-8.41569348366979,"Guldimann Tim","S","FK"
"224",-10.529011394368,-13.6963953111022,-8.01086235086382,"Steiert Jean-Fran\c cois","S","FK"
"225",-10.489813649372,-13.1218176409013,-8.28810047131367,"Gallad\'e Chantal","S","FK"
"226",-10.481462908197,-13.0171335285219,-8.3841319083732,"Marti Min Li","S","FK"
"227",-10.4734881229206,-12.9360401074382,-8.3987453135054,"Marra Ada","S","FK"
"228",-10.4562302277632,-13.0002454293249,-8.40071458674879,"Allemann Evi","S","FK"
"229",-10.4310743121606,-12.9514450841201,-8.35489540444137,"Semadeni Silva","S","FK"
"230",-10.405376450596,-12.8212010674482,-8.40895387775909,"Fehlmann Rielle Laurence","S","FK"
"231",-10.3575714141271,-12.752793211712,-8.35314573358781,"Birrer-Heimo Prisca","S","FK"
"232",-10.3432784523517,-12.8190777538499,-8.29068746464179,"Wermuth C\'edric","S","FK"
"233",-10.3377198892045,-12.7352188227672,-8.34674450876066,"Meyer Mattea","S","FK"
"234",-10.2866653864702,-12.6114742476462,-8.34316584329727,"Friedl Claudia","S","FK"
"235",-10.2224179125065,-12.5303964208119,-8.30232563354512,"Munz Martina","S","FK"
"236",-10.1564529725915,-12.4231287166047,-8.26363926711866,"Ruiz Rebecca Ana","S","FK"
"237",-10.1413962158264,-12.5410962727645,-8.25457453206256,"Sommaruga Carlo","S","FK"
"238",-10.1153563517828,-12.4174016527787,-8.2000026720549,"Graf-Litscher Edith","S","FK"
"239",-10.0160818766903,-12.2547925105834,-8.19471125999615,"Feri Yvonne","S","FK"
"240",-10.0144743670211,-12.2627847472431,-8.14629993691447,"Leutenegger Oberholzer Susanne","S","FK"
"241",-9.97250135902519,-12.1992653048159,-8.11792062380099,"Kiener Nellen Margret","S","FK"
"242",-9.2657628315283,-11.2697773042074,-7.58002758201626,"Reynard Mathias","S","FK"
"243",-9.20991550750156,-11.3343626857018,-7.51161434737018,"Schwaab Jean Christophe","S","FK"
"244",-9.07428890530653,-10.9667994826308,-7.48108725400981,"Pardini Corrado","S","FK"
"245",-9.05346298352706,-10.8841921972545,-7.48033491858817,"Maire Jacques-Andr\'e","S","FK"
"246",-8.90570456849813,-10.7428374475743,-7.35400121331083,"Piller Carrard Val\'erie","S","FK"
"247",-8.8652898809873,-10.7794674121151,-7.27553125245191,"Arslan Sibel","G","FK"
"248",-8.75834404010601,-10.5424529595079,-7.27322815569125,"Tornare Manuel","S","FK"
"249",-8.74207218281986,-11.6559661139206,-6.41292889889358,"Schneider Sch\""uttel Ursula","S","FK"
"250",-8.51421056580359,-11.3406800018984,-6.20636193876677,"Bendahan Samuel","S","FK"
"251",-8.50051379346659,-10.2389125895652,-7.04883904076239,"Rytz Regula","G","FK"
"252",-8.16616794206583,-9.68697425842909,-6.81078425870359,"Heim Bea","S","FK"
"253",-8.14325563214786,-10.9332810652525,-5.94880299667159,"K\""alin Ir\`ene","G","FK"
"254",-8.05173632963507,-9.55101103726263,-6.77285255425696,"Gl\""attli Balthasar","G","FK"
"255",-8.04616693549537,-9.52657939798829,-6.73962470045359,"Schelbert Louis","G","FK"
"256",-7.93886278638764,-9.38348929884605,-6.65232036543497,"Girod Bastien","G","FK"
"257",-7.86373938873416,-9.28682512937924,-6.60635608479802,"de la Reussille Denis","G","FK"
"258",-7.65738809341325,-9.29401651237816,-6.27719345957918,"Fricker Jonas","G","FK"
"259",-7.64912382352811,-9.04695480769965,-6.45243307385472,"Mazzone Lisa","G","FK"
"260",-7.51090446904186,-10.53782100056,-5.10034690426259,"Jositsch Daniel","S","FK"
"261",-7.27031469597432,-8.56345223300247,-6.15034721091821,"Thorens Goumaz Ad\`ele","G","FK"
"262",-7.14388630416457,-8.33742140758196,-6.0859754302588,"Graf Maya","G","FK"
"263",-7.08612289326589,-8.3290081521424,-5.95159837632339,"H\""asler Christine","G","FK"
"264",-7.0638330196866,-8.29789504323756,-5.95350451605932,"Br\'elaz Daniel","G","FK"
"265",-6.77553365492685,-8.04462644936672,-5.65475131760133,"Fridez Pierre-Alain","S","FK"
"266",-6.31762329293014,-6.82306631375717,-5.81942358314414,"Nordmann Roger","S","FK"
"267",-4.92294166511188,-6.41578610910265,-3.67164824180594,"Ingold Maja","C","FK"
"268",-4.71407586441097,-5.5150120112473,-4.00548302386695,"Streiff-Feller Marianne","C","FK"
"269",-3.89303454812879,-5.1267711830867,-2.75060125925273,"Gugger Niklaus-Samuel","C","FK"
"270",-2.53954016598175,-3.14093494941426,-1.96988384319765,"Schmid-Federer Barbara","C","FK"
"271",-2.06605785473144,-2.76295489925438,-1.37487991909586,"de Buman Dominique","C","FK"
"272",-1.96030639913219,-2.54430118012141,-1.41473035368175,"M\""uller-Altermatt Stefan","C","FK"
"273",-1.89895489842776,-2.52769163085419,-1.30623725965704,"Lohr Christian","C","FK"
"274",-1.8630989578619,-2.69382074770089,-1.07152001753058,"Egger Thomas","C","FK"
"275",-1.85858802761859,-2.54995662653402,-1.16615023315417,"Schmidt Roberto","C","FK"
"276",-1.84463798487661,-2.38885463659878,-1.32458305541389,"Gschwind Jean-Paul","C","FK"
"277",-1.81476972785197,-2.36624551713057,-1.29912369699927,"Riklin Kathy","C","FK"
"278",-1.76498327259386,-2.32260127294929,-1.22960102599921,"B\'egl\'e Claude","C","FK"
"279",-1.75775530835027,-2.31272168770258,-1.2201403340212,"Ammann Thomas","C","FK"
"280",-1.75009398865559,-2.26831373042317,-1.24652345178502,"Candinas Martin","C","FK"
"281",-1.74811241936597,-2.28716494398259,-1.22943184567461,"Amherd Viola","C","FK"
"282",-1.73376764350868,-2.27681147402048,-1.22341782316991,"Bulliard-Marbach Christine","C","FK"
"283",-1.69910428643429,-2.24900098252919,-1.1618403284567,"Bertschy Kathrin","GL","FK"
"284",-1.69697052493001,-2.23217910101257,-1.18910273375279,"Marchand-Balet G\'eraldine","C","FK"
"285",-1.67362642196154,-2.1869080572483,-1.1752417486211,"Vogler Karl","C","FK"
"286",-1.62695452152762,-2.15065278181142,-1.11996360093624,"Gm\""ur-Sch\""onenberger Andrea","C","FK"
"287",-1.59094668797581,-2.09284512302332,-1.10329441238838,"Gm\""ur Alois","C","FK"
"288",-1.58377582943323,-2.10460742961526,-1.08750474824712,"Quadranti Rosmarie","BD","FK"
"289",-1.56051708646799,-2.08343713147015,-1.05624019059756,"Glanzmann-Hunkeler Ida","C","FK"
"290",-1.546323075887,-2.05425981046961,-1.05079668130883,"Barazzone Guillaume","C","FK"
"291",-1.54193483152751,-2.07955668278944,-1.03269833809242,"Moser Tiana Angelina","GL","FK"
"292",-1.52448331796964,-2.06989625036304,-0.992801522876666,"Chevalley Isabelle","GL","FK"
"293",-1.49281166409067,-2.03631791435009,-0.984546379399328,"Grossen J\""urg","GL","FK"
"294",-1.46428743312036,-1.96264779697745,-0.993118944730183,"Humbel Ruth","C","FK"
"295",-1.46392317229954,-1.96424103403987,-0.978365868593748,"Weibel Thomas","GL","FK"
"296",-1.44777910281116,-1.93837090496547,-0.950733502466106,"Romano Marco","C","FK"
"297",-1.4451915929686,-1.95949631320717,-0.943314421588569,"Flach Beat","GL","FK"
"298",-1.43614194597087,-1.97814702756296,-0.903193927310943,"Schneider-Schneiter Elisabeth","C","FK"
"299",-1.37377653853799,-1.94592311686894,-0.850549017959827,"Buttet Yannick","C","FK"
